Boy1,18,69,64,6,Miser
Boy2,63,6,97,81,Geek
Boy3,0,95,74,95,Miser
Boy4,55,52,60,1,Geek
Boy5,73,75,80,4,Generous
Boy6,86,72,54,64,Geek
Boy7,38,47,70,59,Miser
Boy8,66,10,100,94,Geek
Boy9,41,47,6,76,Generous
Boy10,42,85,93,16,Miser
Boy11,84,81,22,87,Miser
Boy12,88,30,64,40,Generous
Boy13,48,88,20,14,Miser
Boy14,13,42,71,65,Generous
Boy15,33,51,96,41,Geek
Boy16,99,38,19,41,Generous
Boy17,50,51,83,36,Geek
Boy18,22,40,90,96,Generous
Boy19,94,53,91,98,Geek
Boy20,42,71,12,73,Geek
Boy21,84,16,56,70,Generous
Boy22,82,43,27,99,Generous
Boy23,30,80,70,11,Miser
Boy24,97,79,6,43,Generous
Boy25,83,68,96,52,Miser
Boy26,22,74,44,37,Geek
Boy27,86,17,11,43,Miser
Boy28,60,1,26,14,Geek
Boy29,6,58,28,89,Generous
Boy30,73,79,89,73,Generous
Boy31,37,47,48,93,Generous
Boy32,48,19,2,43,Geek
Boy33,83,52,52,65,Generous
Boy34,78,87,39,25,Generous
Boy35,69,56,90,84,Generous
Boy36,18,48,63,94,Miser
Boy37,85,42,92,76,Generous
Boy38,15,1,13,26,Generous
Boy39,49,4,74,87,Generous
Boy40,22,64,2,67,Generous
Boy41,80,3,63,84,Generous
Boy42,57,5,18,99,Miser
Boy43,24,74,74,66,Miser
Boy44,5,11,43,21,Generous
Boy45,27,48,23,5,Miser
Boy46,3,94,36,50,Generous
Boy47,67,100,80,67,Generous
Boy48,33,80,88,97,Geek
Boy49,68,55,88,36,Geek
Boy50,37,38,40,8,Geek
Boy51,58,13,54,80,Generous
Boy52,49,3,25,10,Geek
Boy53,5,28,45,46,Generous
Boy54,73,23,66,46,Generous
Boy55,44,6,36,96,Miser
Boy56,74,95,25,60,Generous
Boy57,90,54,43,22,Miser
Boy58,64,42,100,48,Miser
Boy59,93,67,42,73,Geek
Boy60,12,35,32,40,Generous
Boy61,44,8,0,28,Miser
Boy62,72,17,19,61,Geek
Boy63,52,79,43,13,Generous
Boy64,6,85,51,26,Generous
Boy65,69,80,89,7,Miser
Boy66,25,75,80,3,Geek
Boy67,40,18,57,29,Geek
Boy68,32,100,6,8,Generous
Boy69,55,100,83,15,Generous
Boy70,33,19,82,64,Generous
Boy71,1,4,57,78,Generous
Boy72,83,82,92,0,Miser
Boy73,61,16,27,87,Miser
Boy74,98,36,49,10,Generous
Boy75,12,4,36,95,Generous
Boy76,17,68,80,7,Geek
Boy77,69,93,99,34,Geek
Boy78,45,47,52,98,Geek
Boy79,78,73,64,38,Generous
Boy80,51,15,35,4,Miser
Boy81,13,88,38,61,Generous
Boy82,68,47,11,23,Miser
Boy83,73,91,6,35,Geek
Boy84,67,12,14,48,Miser
Boy85,83,52,58,70,Geek
Boy86,57,59,53,62,Miser
Boy87,37,98,66,49,Miser
Boy88,48,82,80,58,Geek
Boy89,99,85,47,63,Geek
Boy90,45,17,59,91,Geek
Boy91,67,52,93,86,Generous
Boy92,53,33,58,32,Miser
Boy93,13,59,30,13,Generous
Boy94,24,69,65,14,Generous
Boy95,65,98,34,62,Miser
Boy96,30,50,86,80,Generous
Boy97,90,3,41,49,Miser
Boy98,88,92,68,96,Geek
Boy99,33,5,76,79,Miser
Boy100,24,78,7,38,Geek
Boy101,49,78,18,37,Generous
Boy102,98,17,79,68,Miser
Boy103,67,30,36,13,Geek
Boy104,65,13,53,74,Miser
Boy105,29,10,95,36,Miser
Boy106,95,61,99,38,Geek
Boy107,42,37,61,92,Miser
Boy108,56,3,22,30,Miser
Boy109,84,19,67,9,Geek
Boy110,25,24,64,98,Geek
Boy111,21,17,83,95,Generous
Boy112,14,64,71,75,Geek
Boy113,84,67,85,83,Generous
Boy114,21,64,30,33,Geek
Boy115,4,21,1,11,Miser
Boy116,47,86,4,30,Miser
Boy117,61,31,31,13,Geek
Boy118,96,80,49,63,Miser
Boy119,55,76,56,100,Generous
Boy120,69,13,26,94,Geek
Boy121,51,41,53,71,Miser
Boy122,13,69,82,92,Geek
Boy123,54,6,83,96,Generous
Boy124,31,36,10,25,Geek
Boy125,27,59,19,72,Geek
Boy126,16,48,10,10,Generous
Boy127,63,75,7,8,Miser
Boy128,8,30,44,51,Generous
Boy129,2,95,86,73,Geek
Boy130,78,60,43,37,Generous
Boy131,96,89,49,54,Generous
Boy132,52,21,64,10,Generous
Boy133,92,9,57,20,Geek
Boy134,35,95,48,43,Geek
Boy135,49,9,16,56,Miser
Boy136,39,62,18,65,Miser
Boy137,54,45,75,36,Generous
Boy138,30,56,83,32,Geek
Boy139,84,73,76,20,Miser
Boy140,65,19,52,43,Miser
Boy141,81,39,51,91,Geek
Boy142,91,22,74,54,Generous
Boy143,60,59,41,83,Generous
Boy144,26,52,100,53,Generous
Boy145,87,35,21,97,Geek
Boy146,86,74,26,100,Geek
Boy147,80,65,95,39,Generous
Boy148,13,41,55,47,Geek
Boy149,67,13,17,80,Miser
Boy150,14,12,63,33,Generous
Boy151,72,36,35,46,Generous
Boy152,47,21,79,40,Geek
Boy153,56,47,71,64,Generous
Boy154,90,22,54,42,Geek
Boy155,7,68,30,60,Geek
Boy156,26,99,80,24,Generous
Boy157,90,6,41,52,Generous
Boy158,73,90,74,53,Generous
Boy159,90,25,8,61,Miser
Boy160,27,67,25,75,Generous
Boy161,79,27,39,78,Geek
Boy162,13,73,99,18,Generous
Boy163,47,82,17,95,Miser
Boy164,95,64,56,20,Generous
Boy165,100,99,63,94,Miser
Boy166,20,27,28,25,Generous
Boy167,49,50,52,94,Geek
